0.021818,0.1237,0.040806,0.70212,-0.31832
0.0034206,0.016804,0.031201,-0.021611,0.026921
0.0031108,0.016041,0.027979,-0.019165,0.023859
0.0036108,0.018916,0.031658,-0.018566,0.02651
0.0035694,0.018457,0.03149,-0.020368,0.027355
0.020787,0.11503,0.031921,0.62201,-0.27676
0.0033062,0.016946,0.029508,-0.020579,0.025378
0.020759,0.084595,0.076034,0.54413,-0.29129
0.011347,0.038312,-0.16569,-0.031436,-0.010895
0.011996,0.025015,-0.20077,-0.051602,-0.0046389
0.012567,0.029494,0.04829,-0.0027985,0.093469
0.0074906,0.025205,0.035826,-0.0068601,0.059509
0.021766,-0.48476,0.021594,0.047813,0.061799
0.0032914,0.016729,0.022938,-0.012784,0.01737
0.016705,0.032597,-0.012352,0.018719,0.2722
0.00342,0.01496,0.027359,-0.02131,0.02528
0.0040014,0.014386,0.029369,-0.024232,0.029062
0.011279,0.03954,0.024416,0.05571,0.018738
0.011256,0.031344,-0.032931,0.047773,-0.010461
0.0097483,0.044349,0.020413,0.068403,-0.0029101
0.010578,0.019656,0.016604,0.00023811,0.068656
0.012558,0.02406,0.013909,-0.0034739,0.12896
0.013674,0.028634,0.030891,0.0053994,0.1595
0.0078862,0.029469,0.054761,-0.011595,0.10879
0.003109,0.016318,0.025242,-0.017957,0.022613
0.01014,0.030211,0.09924,-0.17521,-0.093871
0.011952,0.013391,0.036836,-0.0040441,0.023884
0.016193,0.02767,-0.37338,-0.15417,-0.080715
0.009328,-0.2484,0.025829,0.0020893,0.0049636
0.0033281,0.016837,0.026113,-0.019603,0.023026
0.012563,0.05995,0.026779,0.10369,-0.0083378
0.011976,0.057173,0.041989,0.094558,0.048408
0.01296,0.036204,-0.46406,-0.11111,-0.052639
0.0023518,0.012604,0.019641,-0.012831,0.015779
0.004142,0.019488,0.029503,-0.017244,0.027214
0.015203,0.087611,0.22261,-0.16752,-0.31081
0.0039421,0.019972,0.032714,-0.020621,0.02791
0.0037626,0.018847,0.011698,-0.014269,0.018122
0.016283,0.090595,0.037376,0.46293,-0.21419
0.0037322,0.018872,0.027396,-0.017196,0.021096
0.003485,0.017892,0.030234,-0.0171,0.024607
0.0045398,0.020867,-0.0037228,-0.020204,0.014677
0.0023518,0.012604,0.019641,-0.012831,0.015779
0.0029249,0.014017,0.023214,-0.015853,0.01935
0.0023518,0.012604,0.019641,-0.012831,0.015779
0.0032031,0.016437,0.024607,-0.013757,0.01887
0.0037826,0.018697,0.026632,-0.014658,0.019898
